id,text,created_at,user_id,user_name,attitudes_count,comments_count,reposts_count,source
5175964679540049,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%E4%BD%9C%E6%96%87%23"" target=""_blank"">#高考英语作文#</a>果然李华还是没有缺席今年的高考英语作文，这次还当上了编辑，要写个信催稿询问进展和告知截止日期。<br />续写第一段开头给的是让你解释你的名字“秋雨”的由来？解释“秋雨”名字的含义，感觉被英语分数拖后腿的同学不会少了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><br /><br /><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%E4%BD%9C%E6%96%87%23"" target=""_blank"">#高考英语作文#</a> ​ ​​​",Tue Jun 10 12:26:47 +0800 2025,7736443631,蘸薄的满天星1823,1,5,0,博肖祎Android
5175964520677379,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a>李华在另一个世界把考生们当DeepSeek使 ​​​",Tue Jun 10 12:26:08 +0800 2025,6305548089,正机天使,1,0,0,
5175964332200102,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%23"" target=""_blank"">#高考#</a><br /><br />高考结束啦～<br /><br />我们河南今年貌似是第一年采取3➕1➕2的模式。<br /><br />也不知道是怎么样的一个情况～<br /><br />不过看热搜，好像全国卷一的每一门都很难。<br /><br />语文、数学、历史、物理、英语轮着在热搜站岗。<br /><br />作为一个小学生的家长，有时候真不知道应该何去何从。<br /><br />管紧了吧，怕孩子心理出问题。<br /><br />不管吧，又怕 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 12:25:24 +0800 2025,6077826730,唯爱美人的渔乐,2,0,0,
5175964230486036,"<a href=""//s.weibo.com/weibo?q=%23%E5%B0%91%E5%B9%B4%E7%9A%84%E8%82%A9%E8%86%80%E8%83%BD%E6%89%9B%E4%B9%A6%E6%9C%AC%E4%B9%9F%E8%83%BD%E6%89%9B%E8%B4%A3%E4%BB%BB%23"" target=""_blank"">#少年的肩膀能扛书本也能扛责任#</a>【男孩说高考完就去打工 “该让我爹妈歇歇了” 少年的肩膀能扛书本 也能扛责任！】<a href=""//s.weibo.com/weibo?q=%23%E4%B8%80%E5%8F%A5%E8%AF%A5%E8%AE%A9%E7%88%B9%E5%A6%88%E6%AD%87%E6%AD%87%E4%BA%86%E8%BF%99%E4%BD%8D%E8%80%83%E7%94%9F%E7%99%BB%E4%B8%8A%E5%8E%BB%E7%83%AD%E6%90%9C%23"" target=""_blank"">#一句该让爹妈歇歇了这位考生登上去热搜#</a> 6月8日，山东省实验中学考场外，结束英语考试的男生向记者描绘假期计划，高考完准备去打工挣钱看世界，“该让爹妈歇歇了！”懂事男生的暖心回答 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 12:25:00 +0800 2025,3275115274,中国吉林网,1,0,0,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
5175963903328541,"<a target=""_blank"" href=""https://weibo.com/p/100808689d4e106745fd7f4ea5b204e4d96857""><img class=""icon-link"" title=""#高考[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>高考超话</a>//<a href=/n/影视微英语 usercard=""name=@影视微英语"">@影视微英语</a>:【英语名言】技能因人而异。我们必须凭藉天生的资质引导我们执著前行，奋斗不息。 ​",Tue Jun 10 12:23:41 +0800 2025,3026225041,看英文影视学英语口语,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/2kcXE"" rel=""nofollow"">红米Redmi</a>"
5175963568575711,您的高考成绩出来了<br />——————————<br />语文：0<br />数学：0<br />英语：0<br />物理：0<br />化学：0<br />生物：0<br /><br />以下是加分情况:<br />当工藤新一毒唯：+520<br />当工藤新一嬷嬷：+178<br />是新厕铁粉/钻粉：+52<br /><br />恭喜您高考总分750分！ ​​​,Tue Jun 10 12:22:22 +0800 2025,6006533885,名侦探spade,15,6,0,
5175963490976298,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a>",Tue Jun 10 12:22:03 +0800 2025,7785322472,大华有ck哥,0,0,0,OPPO Reno5 Pro+ 5G
5175963329234348,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%23"" target=""_blank"">#高考#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a> 昨天找了数学卷子，今天找2024年高考英语卷子也看看情况，听力听了一遍，结果录音又放了一遍，我以为我找的录音有问题，听力读2遍之外，还是3个选项，不是4个，好震惊。还以为这几年才变的，一查发现原来我们当年就是这样了，人的记忆果然会发生偏差啊<img alt=""[坏笑]"" title=""[坏笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4d/2018new_huaixiao_org.png"" /> ​​​听力最大的挑战还 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 12:21:25 +0800 2025,3213060995,小土大橙子,9,9,0,微博网页版
5175962419331899,歌唱与表演<br />社会教育<br />弹唱与伴奏<br />音乐表演<br />感觉统合<br />英语四级<br />行为观察<br /><br />哪个高考生想考，可瓜分本周份额 ​​​,Tue Jun 10 12:17:48 +0800 2025,7894039071,长景诗书,0,0,0,黑花度蜜月Android
5175962326532199,吉米老师给大家准备了全国各省高考英语真题及答案。随着考试的结束，相关的真题及答案已经及时上传并更新，同学们可以开始找吉米老师领取真题核对答案估分啦！猛戳右边👉🏻👉🏻👉🏻 ​​​,Tue Jun 10 12:17:25 +0800 2025,2008358045,英语名师吉米老师,0,0,0,微博轻享版
5175962310018438,"<a href=""//s.weibo.com/weibo?q=%23%E5%AF%B9%E8%AF%9D%E5%8C%97%E5%A4%A7%E4%BF%9D%E5%AE%89%E6%88%90%E4%BA%BA%E9%AB%98%E8%80%83%E7%AC%AC%E4%B8%80%E4%BA%BA%23"" target=""_blank"">#对话北大保安成人高考第一人#</a>【<a href=""//s.weibo.com/weibo?q=%23%E6%98%94%E6%97%A5%E5%8C%97%E5%A4%A7%E4%BF%9D%E5%AE%89%E4%BB%8A%E6%97%A5%E8%81%8C%E6%A0%A1%E6%A0%A1%E9%95%BF%E8%B0%88%E6%95%99%E8%82%B2%23"" target=""_blank"">#昔日北大保安今日职校校长谈教育#</a>：高考不是“唯一出路”，健康快乐成长更重要】从北大保安到职校校长，1976年出生的张俊成通过努力实现了人生的“逆袭”，而他的故事也一直激励着许多人在追寻梦想的道路上步履不停。6月9日，大皖新闻记者对话被称为“北大保安成人高考 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 12:17:22 +0800 2025,1751714412,大皖新闻,38,16,14,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>"
5175961911297732,我将记住25年天津高考 <br />英语给外太空发cd<br />语文车轮<br />政治焦圈和大饼<br />历史设计文创 ​​​,Tue Jun 10 12:15:47 +0800 2025,7385148631,下一頁常青樹,0,0,0,iPhone客户端
5175961819022512,高考——十年<br />又是一年高考，距离我们高考已经走过了十个年头，还清楚的记得高考最后一门英语考完后，随着考生大流走下楼梯，走出教学楼，下午的阳光，明媚刺眼……<br />高考，不仅仅是一场考试，也是我们难忘的青春，共同的美好…… ​​​,Tue Jun 10 12:15:25 +0800 2025,6217891846,苏子蘅WL,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/3ori39"" rel=""nofollow"">OPPO K10x 5G</a>"
5175961498681794,"🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动<br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求<br />❌分数限制<br />⭕人来就‬行<br /><br />内容<br />•📙【中国古代文学】考试? ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 12:14:08 +0800 2025,7207151575,江月似与风浸柏,1,1,0,芋泥派今日营业日记
