id,text,created_at,user_id,user_name,attitudes_count,comments_count,reposts_count,source,clean_text
5175951304427446,"前几天高考，突然想起我高考那年，我们乡镇没考点，学校组织住宾馆，跟同学睡一张大床，第一晚睡不太习惯，想着考点离家不远就回家住了。<br />我们家早上从来都是稀饭泡菜，那几天我爸妈还起来炒了两个素菜下稀饭，依稀记得是藕和藤儿菜？现在突然反应过来，他们是不是也紧张得睡不着早早醒了，躺着不如给 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:33:38 +0800 2025,6767182962,闻山隐魅,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/6FiFYz"" rel=""nofollow"">Xiaomi 14</a>",前几天高考突然想起我高考那年我们乡镇没考点学校组织住宾馆跟同学睡一张大床第一晚睡不太习惯想着考点离家不远就回家住了我们家早上从来都是稀饭泡菜那几天我爸妈还起来炒了两个素菜下稀饭依稀记得是藕和藤儿菜现在突然反应过来他们是不是也紧张得睡不着早早醒了躺着不如给 展开
5175951282670432,"我也想放高考假 不想考期末和英语了<img alt=""[悲伤]"" title=""[悲伤]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ee/2018new_beishang_org.png"" /> ​​​",Tue Jun 10 11:33:33 +0800 2025,5548328452,奶油泡芙YuYu,0,2,0,iPhone 16,我也想放高考假 不想考期末和英语了
5175950247725668,"🎉🎉高考结束的宝宝们看过来啦‼‼‼ <br />❓暑假太长在家无聊❓ <br />❓未入大学略显焦虑❓ <br />❓充实自己无从下手❓<br />限时推出大学生活免费体验活动 <br />名额有限 面向全体高中毕业生🆓 <br />闲着也是闲着，不如提前感受大学生活！ <br />❌年龄要求 <br />❌分数限制 <br />⭕人来就行 <br />内容：😘<br />•📖【大学英语】考试🖊  ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:29:26 +0800 2025,7926463821,AAAAAA依月,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/1rabvO"" rel=""nofollow"">nova12系列出色蓝不住</a>",高考结束的宝宝们看过来啦 暑假太长在家无聊 未入大学略显焦虑 充实自己无从下手限时推出大学生活免费体验活动 名额有限 面向全体高中毕业生 闲着也是闲着不如提前感受大学生活 年龄要求 分数限制 人来就行 内容大学英语考试 展开
5175950137366859,"【转发提醒！<a href=""//s.weibo.com/weibo?q=%232025%E5%B9%B4%E9%AB%98%E8%80%83%E6%88%90%E7%BB%A9%E6%9F%A5%E8%AF%A2%E6%97%B6%E9%97%B4%23"" target=""_blank"">#2025年高考成绩查询时间#</a>】按照往年惯例，高考成绩查询时间集中在6月23日-25日。目前，已有部分省份公布了高考成绩查询时间，比如，湖南、湖北、吉林、江西等地，预计在6月25日左右公布高考成绩。<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a>（央视）<a target=""_blank"" href=""https://video.weibo.com/show?fid=1034:5175310157807683""><img class=""icon-link"" title=""http://t.cn/A6e6P1hk"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png""/>央视新闻的微博视频</a> ​​​",Tue Jun 10 11:29:00 +0800 2025,3206953973,山西网,0,0,0,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>",转发提醒按照往年惯例高考成绩查询时间集中在6月23日25日目前已有部分省份公布了高考成绩查询时间比如湖南湖北吉林江西等地预计在6月25日左右公布高考成绩央视央视新闻的微博视频
5175949593149662,"【海口各高考考点设立专门机构强化服务】<br /><br />6月8日下午，2025年海南高考英语考试前，一名海口考生因午觉睡过头，慌乱中来到海南华侨中学考点。幸亏及时求助考点外值守的交警，交警“铁骑”开道，5分钟内将考生成功送达海口海港学校考点，确保考生在开考前进入考场。<br /><br />海南日报全媒体记者获悉，今年高考 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:26:49 +0800 2025,1941807832,海南特区报,0,0,0,微博网页版,海口各高考考点设立专门机构强化服务6月8日下午2025年海南高考英语考试前一名海口考生因午觉睡过头慌乱中来到海南华侨中学考点幸亏及时求助考点外值守的交警交警铁骑开道5分钟内将考生成功送达海口海港学校考点确保考生在开考前进入考场海南日报全媒体记者获悉今年高考 展开
5175949437438370,"🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动 <br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求、分数限制<br />⭕️免费欣赏经管生、工科生<br />⭕️沉浸式体验经管类 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:26:13 +0800 2025,7937975536,蒸丸椰椰,0,0,0,椰椰不吃椰iPhone客户端,高考结束的宝宝们看过来啦暑假太长在家无聊未入大学略显焦虑充实自己无下从手现限时推出大学生活免费体验活动 名额有限 面向全体高中毕业生闲着也是闲着不如提前感受大学生活年龄要求分数限制免费欣赏经管生工科生沉浸式体验经管类 展开
5175949196791995,"小升初暑假规划<br /><br />1.英语2000词，每天按上限阅读记忆，最好搭配着阅读，重复多轮，不求会写，只求都认识熟悉。中考2000词一定是要背完一轮再一轮。每天多认识几个，多重复几遍。<br /><br />2.数学先巩固下比较复杂的整数和分数的加减乘除，以及精通所有算理。初中的计算，每一小步都是整数分数的加减乘除，但凡一 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:25:16 +0800 2025,2110724803,伴随成长马爸爸,53,11,60,微博网页版,小升初暑假规划1英语2000词每天按上限阅读记忆最好搭配着阅读重复多轮不求会写只求都认识熟悉中考2000词一定是要背完一轮再一轮每天多认识几个多重复几遍2数学先巩固下比较复杂的整数和分数的加减乘除以及精通所有算理初中的计算每一小步都是整数分数的加减乘除但凡一 展开
5175949068604154,"<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%23"" target=""_blank"">#高考#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%8347%E5%B9%B4%E6%9D%A5%E8%A3%B8%E5%88%86%E6%9C%80%E9%AB%98%E7%9A%84%E8%80%83%E7%94%9F%E6%98%AF%E8%B0%81%23"" target=""_blank"">#高考47年来裸分最高的考生是谁#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E7%8A%B6%E5%85%83%23"" target=""_blank"">#高考状元#</a> <br />何碧玉：2000年河南省高考理科状元，高考总分满分七百五十分，是我国高考史上唯一一位裸分满分的缔造者，极具传奇色彩。<br /><br />高考47年来裸分最高的考生是孙浩宁，他是河北省2018年理科状元，裸分为734分。其单科成绩分别为：数学150分、英语148分、语文1 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:24:45 +0800 2025,3103841084,这里有读,4,0,0,HarmonyOS设备,何碧玉2000年河南省高考理科状元高考总分满分七百五十分是我国高考史上唯一一位裸分满分的缔造者极具传奇色彩高考47年来裸分最高的考生是孙浩宁他是河北省2018年理科状元裸分为734分其单科成绩分别为数学150分英语148分语文1 展开
5175948548509006,又睡觉 梦到小学  高中同学和初中英语老师都在小学学校 她们刚高考完的背景  那个时候我已经出去工作 回去看他们    她们看到我  我还感动要死    跟英语老师来了一个大大的拥抱  还跟同学讲工作环境怎么样   还没等我聊完 闹钟响了     好乱 ​​​,Tue Jun 10 11:22:41 +0800 2025,6196958939,AAA抓一只小狗,1,2,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/Fdb9a"" rel=""nofollow"">OPPO Find X8 Pro</a>",又睡觉 梦到小学 高中同学和初中英语老师都在小学学校 她们刚高考完的背景 那个时候我已经出去工作 回去看他们 她们看到我 我还感动要死 跟英语老师来了一个大大的拥抱 还跟同学讲工作环境怎么样 还没等我聊完 闹钟响了 好乱
5175948493983529,"中考超常发挥考进尖子班，却在众多“学神”中垫底两年；高三文理分科后成绩逆袭上扬，却又在高考中失手；大学拼搏四年，考研又因为英语差几分没考上…… 她的 &quot;考运&quot; 好像总差口气。<a href=""//s.weibo.com/weibo?q=%23%E5%A5%B9%E8%AF%B4%E5%BD%93%E5%B9%B4%E9%AB%98%E8%80%83%E8%80%83%E7%A0%B8%E4%BA%86%23"" target=""_blank"">#她说当年高考考砸了#</a><br /><br />从电台临时工到“<a href=""//s.weibo.com/weibo?q=%23%E5%85%A8%E7%BD%91%E5%9D%90%E6%8B%A54100%E4%B8%87%E7%B2%89%E4%B8%9D%23"" target=""_blank"">#全网坐拥4100万粉丝#</a> ”的“新闻姐”，浙江广播电视集团城市之声新媒体账号 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:22:28 +0800 2025,5044771484,中国记协,0,0,0,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>",中考超常发挥考进尖子班却在众多学神中垫底两年高三文理分科后成绩逆袭上扬却又在高考中失手大学拼搏四年考研又因为英语差几分没考上 她的 quot考运quot 好像总差口气从电台临时工到 的新闻姐浙江广播电视集团城市之声新媒体账号 展开
5175948484022462,20年过后的每年高考结束，我总能想起19年高考完那一天返校的晚自习，英语老师Mrs.Huang抱着一坨刚刚出炉的高考英语卷子，雄赳赳，气昂昂地走过来，我就眼睁睁在教室里看着她从窗户闪过，看到她手上抱着一坨纸，心理暗想“完了，要考试了” ​​​,Tue Jun 10 11:22:26 +0800 2025,7500794019,Happyeong,0,1,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/6B7EUM"" rel=""nofollow"">nova7你在焦点在</a>",20年过后的每年高考结束我总能想起19年高考完那一天返校的晚自习英语老师MrsHuang抱着一坨刚刚出炉的高考英语卷子雄赳赳气昂昂地走过来我就眼睁睁在教室里看着她从窗户闪过看到她手上抱着一坨纸心理暗想完了要考试了
5175948359765112,"成人高考报名<img alt=""[赢牛奶]"" title=""[赢牛奶]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/2021_yingniunai_org.png"" />｜初中毕业也能考大专<br />​山东政法学院｜行政管理<br />入学考语文+数学+英语，满分450，90分以上就能录取<br /><a href=""//s.weibo.com/weibo?q=%23%E6%88%90%E8%80%83%E6%8A%A5%E5%90%8D%23"" target=""_blank"">#成考报名#</a><a href=""//s.weibo.com/weibo?q=%23%E7%BB%A7%E7%BB%AD%E6%95%99%E8%82%B2%23"" target=""_blank"">#继续教育#</a><a href=""//s.weibo.com/weibo?q=%23%E6%88%90%E8%80%83%23"" target=""_blank"">#成考#</a><a href=""//s.weibo.com/weibo?q=%23%E6%88%90%E4%BA%BA%E9%AB%98%E8%80%83%23"" target=""_blank"">#成人高考#</a><a href=""//s.weibo.com/weibo?q=%23%E5%B1%B1%E4%B8%9C%E6%88%90%E8%80%83%23"" target=""_blank"">#山东成考#</a><a href=""//s.weibo.com/weibo?q=%23%E5%B1%B1%E4%B8%9C%E6%88%90%E4%BA%BA%E9%AB%98%E8%80%83%23"" target=""_blank"">#山东成人高考#</a><a href=""//s.weibo.com/weibo?q=%23%E4%B8%93%E7%A7%91%23"" target=""_blank"">#专科#</a> <br />​ ​​​",Tue Jun 10 11:21:56 +0800 2025,7591543890,海浪教育小郝老师,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/4FkbuA"" rel=""nofollow"">Redmi Note 11 5G</a>",成人高考报名初中毕业也能考大专山东政法学院行政管理入学考语文数学英语满分45090分以上就能录取
5175948349539367,高考英语130＋求求了🙏 圆了我这个愿望吧 ​​​,Tue Jun 10 11:21:54 +0800 2025,5660709506,007胜丸,0,1,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/63af84"" rel=""nofollow"">vivo手机</a>",高考英语130求求了 圆了我这个愿望吧
5175948334337155,"高考完该干啥啊<br />🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动<br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求<br />❌分数限制<br />⭕人来就‬行<br />⭕️工科体验<br />内容<br /> ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:21:50 +0800 2025,7943417090,小喵签,0,0,0,今日营业日记,高考完该干啥啊高考结束的宝宝们看过来啦暑假太长在家无聊未入大学略显焦虑充实自己无下从手现限时推出大学生活免费体验活动名额有限 面向全体高中毕业生闲着也是闲着不如提前感受大学生活年龄要求分数限制人来就行工科体验内容 展开
5175948237603347,"高考后，快来测测<a href=""//s.weibo.com/weibo?q=%23%E4%BD%A0%E7%9A%84%E4%B8%AD%E5%BC%8F%E8%8B%B1%E8%AF%AD%E6%98%AF%E4%BB%80%E4%B9%88%E6%AE%B5%E4%BD%8D%23"" target=""_blank"">#你的中式英语是什么段位#</a>，看看Li雷和Han梅梅真人版情景听力课里有哪些智能家电家居好物！<a href=/n/京东 usercard=""name=@京东"">@京东</a> 联合芝华仕一起发布芝华仕头等舱智能椅，上京东买同款享国补优惠<a href=""//s.weibo.com/weibo?q=%23%E9%A2%86%E5%9B%BD%E8%A1%A5%E5%B0%B1%E4%B8%8A%E4%BA%AC%E4%B8%9C%23"" target=""_blank"">#领国补就上京东#</a>，618期间<a href=""//s.weibo.com/weibo?q=%23%E4%BA%AC%E4%B8%9C%E5%AE%B6%E7%94%B5%E5%AE%B6%E5%B1%85%E5%B7%85%E5%B3%B0%E7%8B%82%E6%AC%A2%E8%B6%B4%23"" target=""_blank"">#京东家电家居巅峰狂欢趴#</a>再享国家补贴8.5折！<a href=""//s.weibo.com/weibo?q=%23%E4%BA%AC%E4%B8%9C618%E5%8F%88%E5%A5%BD%E5%8F%88%E4%BE%BF%E5%AE%9C%23"" target=""_blank"">#京东618又好又便宜#</a> <a target=""_blank"" href=""https://video.weibo.com/show?fid=1034:5175947758862378""><img class=""icon-link"" title=""http://t.cn/A6eKMzwl"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png""/>芝华仕头等舱沙发官方的微博视频</a> ​​​",Tue Jun 10 11:21:27 +0800 2025,1970411015,芝华仕头等舱沙发官方,1,0,0,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>",高考后快来测测看看Li雷和Han梅梅真人版情景听力课里有哪些智能家电家居好物 联合芝华仕一起发布芝华仕头等舱智能椅上京东买同款享国补优惠618期间再享国家补贴85折 芝华仕头等舱沙发官方的微博视频
5175948229740135,"高考完该干啥啊<br />🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动<br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求<br />❌分数限制<br />⭕人来就‬行<br />内容<br />•📙【基础日 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:21:25 +0800 2025,6311632441,kumapenginnekooooo,0,0,0,,高考完该干啥啊高考结束的宝宝们看过来啦暑假太长在家无聊未入大学略显焦虑充实自己无下从手现限时推出大学生活免费体验活动名额有限 面向全体高中毕业生闲着也是闲着不如提前感受大学生活年龄要求分数限制人来就行内容基础日 展开
5175947872700156,"<a href=""//s.weibo.com/weibo?q=%23%E5%8D%8A%E5%B2%9B%E8%8B%B1%E8%AF%AD%E8%AF%BE%23"" target=""_blank"">#半岛英语课#</a>“娃”的英文是_____？ <a href=""//s.weibo.com/weibo?q=%23%E8%88%92%E6%B7%87%E6%99%92labubu%E5%93%AD%E5%A8%83%23"" target=""_blank"">#舒淇晒labubu哭娃#</a><a href=""//s.weibo.com/weibo?q=%23Labubu%20%E9%AD%94%E7%AB%A5%23"" target=""_blank"">#Labubu 魔童#</a><a href=""//s.weibo.com/weibo?q=%23%E5%A7%90%E5%A7%90%E5%B8%A6%E9%A1%B6%E6%B5%81labubu%E8%8A%B1%E6%9D%9F%E6%8E%A5%E9%AB%98%E8%80%83%E5%A6%B9%E5%A6%B9%23"" target=""_blank"">#姐姐带顶流labubu花束接高考妹妹#</a> <a target=""_blank"" href=""https://weibo.com/p/1008088142edf6a82c40093893fa3c5cff63e8""><img class=""icon-link"" title=""#泡泡玛特[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>泡泡玛特超话</a> <a href=""//s.weibo.com/weibo?q=%23labubu%23"" target=""_blank"">#labubu#</a><br />  ​​​",Tue Jun 10 11:20:00 +0800 2025,1043320390,半岛晨报,15,0,0,微博网页版,娃的英文是_____ 泡泡玛特超话
5175947762599770,"🎉🎉高考结束的宝宝们看过来啦‼‼‼ <br />❓暑假太长在家无聊❓ <br />❓未入大学略显焦虑❓ <br />❓充实自己无从下手❓<br />限时推出大学生活免费体验活动 <br />名额有限 面向全体高中毕业生🆓 <br />闲着也是闲着，不如提前感受大学生活！ <br />❌年龄要求 <br />❌分数限制 <br />✅人来就行 <br />•📖【中国近现代史纲要】考试🖊 <br />• ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:19:34 +0800 2025,7680589587,别天冷后知觉,1,0,0,,高考结束的宝宝们看过来啦 暑假太长在家无聊 未入大学略显焦虑 充实自己无从下手限时推出大学生活免费体验活动 名额有限 面向全体高中毕业生 闲着也是闲着不如提前感受大学生活 年龄要求 分数限制 人来就行 中国近现代史纲要考试 展开
5175947074735802,"高考后，快来测测<a href=""//s.weibo.com/weibo?q=%23%E4%BD%A0%E7%9A%84%E4%B8%AD%E5%BC%8F%E8%8B%B1%E8%AF%AD%E6%98%AF%E4%BB%80%E4%B9%88%E6%AE%B5%E4%BD%8D%23"" target=""_blank"">#你的中式英语是什么段位#</a>，看看Li雷和Han梅梅真人版情景听力课里有哪些智能家电家居好物！京东联合卡萨帝一起发布卡萨帝揽光分区洗衣机 ，上京东买同款享国补8折优惠<a href=""//s.weibo.com/weibo?q=%23%E9%A2%86%E5%9B%BD%E8%A1%A5%E5%B0%B1%E4%B8%8A%E4%BA%AC%E4%B8%9C%23"" target=""_blank"">#领国补就上京东#</a>，618期间<a href=""//s.weibo.com/weibo?q=%23%E4%BA%AC%E4%B8%9C%E5%AE%B6%E7%94%B5%E5%AE%B6%E5%B1%85%E5%B7%85%E5%B3%B0%E7%8B%82%E6%AC%A2%E8%B6%B4%23"" target=""_blank"">#京东家电家居巅峰狂欢趴#</a>再享购机晒单送罗莱对枕！<a href=""//s.weibo.com/weibo?q=%23%E4%BA%AC%E4%B8%9C618%E5%8F%88%E5%A5%BD%E5%8F%88%E4%BE%BF%E5%AE%9C%23"" target=""_blank"">#京东618又好又便宜#</a>  ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:16:50 +0800 2025,2056732641,卡萨帝洗衣机,1,0,0,iPhone客户端,高考后快来测测看看Li雷和Han梅梅真人版情景听力课里有哪些智能家电家居好物京东联合卡萨帝一起发布卡萨帝揽光分区洗衣机 上京东买同款享国补8折优惠618期间再享购机晒单送罗莱对枕 展开
5175947013396723,"高考顺利结束！悬着的心也终于落地<br />女儿考下来也不确定有没有发挥出最佳水平<br />好在语文的作文确定不会跑题，考前正好复习了相关的主题<br />数学就是有点不确定，后面的大题太难了<br />历史是难出天际的<br />英语说是也比较难<br />地理考下来说中规中距<br />政治都答完了，但是想写的点还是没来得及写的<br />不管怎么样，结果已定 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:16:35 +0800 2025,6105927339,木兰灼,0,0,0,微博网页版,高考顺利结束悬着的心也终于落地女儿考下来也不确定有没有发挥出最佳水平好在语文的作文确定不会跑题考前正好复习了相关的主题数学就是有点不确定后面的大题太难了历史是难出天际的英语说是也比较难地理考下来说中规中距政治都答完了但是想写的点还是没来得及写的不管怎么样结果已定 展开
5175946803151170,2025高考英语答案<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT<br />APTAPTAPT APTAPTAPT ​​​,Tue Jun 10 11:15:45 +0800 2025,6381160319,我是nono同学,1,0,0,三星android智能手机,2025高考英语答案APTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPTAPTAPTAPT APTAPTAPT
5175946526852285,"<a target=""_blank"" href=""https://weibo.com/p/1008084f36a545bd7c22b33d6da517ed37f59d""><img class=""icon-link"" title=""#高考英语[超话]#"" src=""https://h5.sinaimg.cn/upload/100/959/2020/05/09/timeline_card_small_super_default.png""/>高考英语超话</a><a href=""//s.weibo.com/weibo?q=%23%E7%A5%9D%E7%A6%8F%E9%AB%98%E8%80%83%23"" target=""_blank"">#祝福高考#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%23"" target=""_blank"">#高考#</a> 有没有需要提分答疑背单词的 来找我～ ​​​",Tue Jun 10 11:14:38 +0800 2025,8004161734,闪耀橙子英语教学,1,0,0,iPhone客户端,高考英语超话 有没有需要提分答疑背单词的 来找我
5175946165879791,"🏡 ERC校友之家<br /><br />一年怒省10W+，别墅生活天花板[强]<br /><br />🍀市场价5折入住精装别墅  <br />🍀专业菲佣每日深度清洁  <br />🍀假期空置0费用+24h急速维修  <br />🍀免费早餐+直达校车=多睡1小时<a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E5%8A%A0%E6%B2%B9%23"" target=""_blank"">#高考加油#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E5%BF%97%E6%84%BF%E5%A1%AB%E6%8A%A5%23"" target=""_blank"">#高考志愿填报#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E6%88%90%E7%BB%A9%23"" target=""_blank"">#高考成绩#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E6%95%B0%E5%AD%A6%23"" target=""_blank"">#高考数学#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%8B%B1%E8%AF%AD%23"" target=""_blank"">#高考英语#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E5%BF%97%E6%84%BF%23"" target=""_blank"">#高考志愿#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E5%8A%A0%E6%B2%B9%23"" target=""_blank"">#高考加油#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E5%88%86%E6%95%B0%E7%BA%BF%23"" target=""_blank"">#高考分数线#</a><a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%23"" target=""_blank"">#高考#</a><a href=""//s.weibo.com/weibo?q=%23%E8%AF%BB%E7%A0%94%23"" target=""_blank"">#读研#</a><a href=""//s.weibo.com/weibo?q=%23%E7%95%99%E5%AD%A6%E7%94%9F%E6%B4%BB%23"" target=""_blank"">#留学生活#</a> ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:13:13 +0800 2025,1079560683,新加坡ERC学院招生办李老师,0,0,0,"<a target=""_blank"" href=""https://t.sina.com.cn"" rel=""nofollow"">微博视频号</a>",ERC校友之家一年怒省10W别墅生活天花板市场价5折入住精装别墅 专业菲佣每日深度清洁 假期空置0费用24h急速维修 免费早餐直达校车多睡1小时 展开
5175944701545438,"🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动 <br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求<br />❌分数限制<br />⭕人来就‬行<br />内容<br />•📙【大学英语A2】考试🖊 ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:07:24 +0800 2025,7898175899,弭冘,0,3,0,,高考结束的宝宝们看过来啦暑假太长在家无聊未入大学略显焦虑充实自己无下从手现限时推出大学生活免费体验活动 名额有限 面向全体高中毕业生闲着也是闲着不如提前感受大学生活年龄要求分数限制人来就行内容大学英语A2考试 展开
5175943905676753,"🎉🎉高考结束的宝宝‬们看过来啦‼‼‼<br />❓暑假太长在家无聊❓<br />❓未入大学略显焦虑❓<br />❓充实自己无下从‬手❓<br />现限时推出大学生活免费体验活动 <br />名额有限 ㊙㊙<br />面向全体高中毕业生🆓<br />闲着也是闲着，不如提前感受大学生活！<br />❌年龄要求<br />❌分数限制<br />✅人来就‬行<br />内容<br />•📙【英语四级】考试🖊<br /> ​​​ ...<span class=""expand"">展开</span>",Tue Jun 10 11:04:14 +0800 2025,7884633165,早睡早起欧耶耶,0,0,0,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/3mr80b"" rel=""nofollow"">nova11系列敢拍敢出色</a>",高考结束的宝宝们看过来啦暑假太长在家无聊未入大学略显焦虑充实自己无下从手现限时推出大学生活免费体验活动 名额有限 面向全体高中毕业生闲着也是闲着不如提前感受大学生活年龄要求分数限制人来就行内容英语四级考试 展开
5175943737117317,"北京高考作文题 英语北京卷，有怎样的特点？准高三的同学如何把握方向？把握好内容、语言、结构三个方面，分会很漂亮！ <a href=""//s.weibo.com/weibo?q=%23%E9%AB%98%E8%80%83%E8%B7%AF%E4%B8%8A%E4%B8%8D%E5%AD%A4%E5%8D%95%20%23"" target=""_blank"">#高考路上不孤单 #</a> （采制:城市广播 常历）<a href=""//s.weibo.com/weibo?q=%232025%E9%AB%98%E8%80%83%23"" target=""_blank"">#2025高考#</a><a href=""//s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E9%AB%98%E6%8B%9B%E5%A4%A7%E5%9E%8B%E7%9B%B4%E6%92%AD%E5%92%A8%E8%AF%A2%23"" target=""_blank"">#北京高招大型直播咨询#</a> <a target=""_blank"" href=""https://video.weibo.com/show?fid=1034:5175943371620456""><img class=""icon-link"" title=""http://t.cn/A6eK2WYA"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png""/>BRTV教育面对面的微博视频</a> ​​​",Tue Jun 10 11:03:34 +0800 2025,1271913280,BRTV教育面对面,1,0,0,iPhone客户端,北京高考作文题 英语北京卷有怎样的特点准高三的同学如何把握方向把握好内容语言结构三个方面分会很漂亮 采制城市广播 常历 BRTV教育面对面的微博视频
5175943582715682,天哪现在出门在外我真不好意思说我是上海考生了 没见过比我英语更烂的上海考生 小学生一般的词汇量😇和我高考英语差不多分的人四级全都比我高至少一百分🌚 ​​​,Tue Jun 10 11:02:57 +0800 2025,6580395772,猫会爱吃樱桃派吗,0,1,0,,天哪现在出门在外我真不好意思说我是上海考生了 没见过比我英语更烂的上海考生 小学生一般的词汇量和我高考英语差不多分的人四级全都比我高至少一百分
5175943343377490,"现在和以前不同了。现在英语高考要求是开考前15分钟必须坐到考场里面。就是说如果下午15:00考试开始，13:30时（或更晚，各地有区别）可以进场，14:45后禁止进场。迟到不得入场。这和其他科目有区别。//<a href=/n/花满楼70103 usercard=""name=@花满楼70103"">@花满楼70103</a>:不是迟到1分钟，是16分钟,15分钟内是可以入场的。",Tue Jun 10 11:02:00 +0800 2025,1782465967,雯熙她爸,0,0,1,"<a target=""_blank"" href=""https://app.weibo.com/t/feed/5h7whM"" rel=""nofollow"">荣耀80 Pro 直屏版</a>",现在和以前不同了现在英语高考要求是开考前15分钟必须坐到考场里面就是说如果下午1500考试开始1330时或更晚各地有区别可以进场1445后禁止进场迟到不得入场这和其他科目有区别不是迟到1分钟是16分钟15分钟内是可以入场的
